HomeRegion,AcademicYear,Sex,TCAS,GPAX,NumAnwser,Status
East,1,1,1,2.86,10,MFU student
Bangkok,1,0,2,3.16,20,MFU student
South,1,0,1,3.09,30,MFU student
Central,1,1,1,2.44,10,MFU student
North East,1,0,2,3.34,16,MFU student
Central,1,1,1,3.29,19,MFU student
North,1,1,1,3.89,17,MFU student
North,1,1,1,2.39,15,MFU student
North,1,1,1,3.37,14,MFU student
North East,1,1,1,3.02,17,MFU student
North,1,1,1,2.83,17,MFU student
Central,1,1,2,2.88,12,MFU student
Bangkok,1,1,1,3.86,12,MFU student
South,1,0,2,3.21,21,MFU student
East,1,0,2,3.29,17,MFU student
North East,1,1,1,3.34,16,MFU student
North East,1,0,2,2.51,11,MFU student
North,1,0,1,3.18,23,MFU student
North,1,0,1,3.62,18,MFU student
North,1,1,1,2.36,26,MFU student
Central,1,1,1,2.95,20,MFU student
North,1,0,2,2.95,29,MFU student
East,1,0,1,3.66,19,MFU student
North,1,1,2,3.34,8,MFU student
West,1,1,1,2.62,24,MFU student
North,1,0,5,2.55,12,MFU student
North,1,0,5,2.68,13,MFU student
North,1,0,5,3.38,9,MFU student
South,1,1,5,2.29,19,MFU student
North,1,0,5,2.94,15,MFU student
North East,1,1,5,2.89,11,MFU student
South,1,1,5,2.46,19,MFU student
East,1,0,5,3.36,22,MFU student
South,1,1,5,3.23,25,MFU student
North,1,0,5,3.47,14,MFU student
South,1,0,5,2.01,12,MFU student
Central,1,1,5,2.15,8,MFU student
North,1,0,1,3.11,11,MFU student
West,1,0,2,2.73,17,MFU student
North,1,0,1,3.56,17,MFU student
South,1,0,1,3.21,21,MFU student
Central,1,0,1,3.21,17,MFU student
North East,1,0,1,3.43,8,MFU student
Bangkok,1,0,2,3.58,18,MFU student
East,1,1,1,3.16,11,MFU student
North,1,0,1,3.46,8,MFU student
South,1,0,1,3.51,10,MFU student
East,1,1,1,3.79,8,MFU student
Bangkok,1,0,1,3.11,13,MFU student
South,1,0,2,3.85,12,MFU student
North,1,0,2,2.47,13,MFU student
North East,1,1,2,2.9,12,MFU student
North,1,0,1,2.8,16,MFU student
North,1,0,1,3.6,13,MFU student
Bangkok,1,0,1,3.13,16,MFU student
North,1,0,2,3.55,20,MFU student
Central,1,0,1,3.1,12,MFU student
Central,1,0,1,2.98,22,MFU student
South,1,0,1,2.8,5,MFU student
Central,1,0,1,3.72,24,MFU student
Central,1,0,2,3.18,6,MFU student
South,1,1,2,2.45,18,MFU student
Central,1,0,2,2.47,16,MFU student
South,1,0,1,3.4,16,MFU student
East,1,0,1,3.6,16,MFU student
Bangkok,1,0,1,3.47,10,MFU student
North,1,0,2,3.58,20,MFU student
East,1,0,1,3.58,13,MFU student
North,1,0,2,3.83,9,MFU student
Central,1,0,1,3.64,10,MFU student
North,1,1,1,3.42,11,MFU student
North,1,0,1,3.59,13,MFU student
Central,1,0,1,3.75,20,MFU student
North,1,0,5,3.6,9,MFU student
South,1,0,5,3.07,10,MFU student
North East,1,0,5,3.64,12,MFU student
Bangkok,1,0,5,3.36,12,MFU student
North,1,0,5,3.08,16,MFU student
Central,1,0,5,2.9,7,MFU student
North,1,0,5,2.81,10,MFU student
North,1,0,5,3.11,6,MFU student
North,1,1,5,2.76,10,MFU student
North,1,0,5,3.77,6,MFU student
North,1,0,5,3.58,8,MFU student
North East,1,1,5,2.78,23,MFU student
Bangkok,1,0,5,3.02,15,MFU student
North,1,0,5,3.72,13,MFU student
East,1,0,5,2.67,11,MFU student
North,1,0,5,3.64,5,MFU student
North,1,0,5,3.250711643,21,MFU student
North,1,0,5,2.63,21,MFU student
Bangkok,1,0,5,2.65,9,MFU student
North,1,0,5,3.55,15,MFU student
North,1,0,5,3.41,16,MFU student
North,1,0,5,3.02,12,MFU student
South,1,0,1,3.05,14,MFU student
North,1,1,2,2.93,12,MFU student
North,1,0,2,3.96,18,MFU student
North,1,1,1,3.18,18,MFU student
North,1,1,1,3.79,20,MFU student
North East,1,0,5,3.01,24,MFU student
North,1,0,5,3.62,20,MFU student
North East,1,0,5,3.08,14,MFU student
North,1,0,5,3.52,13,MFU student
North,1,1,5,2.97,17,MFU student
South,1,0,1,3.49,25,MFU student
East,1,0,1,3.17,21,MFU student
Bangkok,1,0,1,3.28,14,MFU student
East,1,0,1,3.45,10,MFU student
Central,1,0,1,3.29,23,MFU student
Central,1,0,1,3.32,19,MFU student
South,1,0,1,3.3,16,MFU student
North,1,0,1,3.24,22,MFU student
North East,1,0,1,3.8,6,MFU student
North,1,0,2,3.43,17,MFU student
East,1,0,1,3.4,15,MFU student
North,1,0,1,2.78,5,MFU student
Central,1,0,1,3.48,18,MFU student
North,1,1,2,3.43,29,MFU student
North,1,1,5,3.2,11,MFU student
North,1,1,5,2.52,21,MFU student
North,1,0,5,3.02,23,MFU student
North,1,1,5,2.61,13,MFU student
North,1,0,5,3.43,6,MFU student
East,1,1,5,2.9,12,MFU student
North,1,0,1,3.46,16,MFU student
North,1,0,2,3.24,18,MFU student
East,1,1,1,3.05,14,MFU student
North,1,1,2,2.8,15,MFU student
Bangkok,1,1,1,2.9,10,MFU student
North,1,1,1,3.31,18,MFU student
North,1,1,1,3.82,16,MFU student
North,1,1,2,3.64,17,MFU student
Bangkok,1,1,1,3.250711643,6,MFU student
North,1,1,1,3.31,30,MFU student
Central,1,0,1,3.19,17,MFU student
North,1,1,1,2.56,7,MFU student
East,1,1,1,2.93,25,MFU student
East,1,1,1,3.45,15,MFU student
North East,1,0,1,3.71,5,MFU student
North,1,0,1,3.52,27,MFU student
North East,1,1,2,2.5,25,MFU student
Bangkok,1,1,1,2.99,18,MFU student
Central,1,1,1,3.12,27,MFU student
North East,1,0,1,3.29,25,MFU student
East,1,1,2,2.91,8,MFU student
North,1,0,2,3.77,17,MFU student
North East,1,0,1,3.09,28,MFU student
North East,1,1,1,3.38,18,MFU student
North,1,1,1,3.43,19,MFU student
North,1,0,2,3.97,19,MFU student
North,1,1,2,3.23,25,MFU student
Central,1,1,1,2.82,15,MFU student
Central,1,1,1,2.53,20,MFU student
North,1,0,1,2.76,7,MFU student
South,1,1,1,2.7,13,MFU student
North,1,1,1,3.04,22,MFU student
Central,1,1,2,2.86,17,MFU student
Central,1,1,2,3.48,24,MFU student
North,1,0,2,2.89,10,MFU student
South,1,0,1,3.02,24,MFU student
North,1,1,2,2.75,22,MFU student
Bangkok,1,1,2,2.6,15,MFU student
North,1,0,2,3.67,17,MFU student
North,1,1,1,2.66,22,MFU student
North,1,1,1,2.8,10,MFU student
South,1,1,1,3.01,17,MFU student
North,1,0,1,3.95,24,MFU student
North,1,0,1,3.03,31,MFU student
North,1,1,1,3.05,14,MFU student
North,1,1,1,2.88,25,MFU student
North,1,0,1,3.84,8,MFU student
Bangkok,1,1,1,2.7,15,MFU student
North,1,1,2,2.98,9,MFU student
North East,1,0,1,3.31,17,MFU student
North,1,0,2,3.72,27,MFU student
North East,1,1,1,3.09,9,MFU student
North East,1,1,1,3.77,15,MFU student
East,1,1,1,2.45,22,MFU student
North,1,1,2,2.39,13,MFU student
Central,1,0,1,3.73,19,MFU student
North,1,1,1,3.79,26,MFU student
North,1,1,1,3.01,24,MFU student
Central,1,1,2,3.76,19,MFU student
North,1,0,1,3.19,22,MFU student
North,1,0,2,3.01,17,MFU student
Bangkok,1,1,1,2.71,11,MFU student
North,1,1,1,3.08,24,MFU student
North,1,1,1,3.5,27,MFU student
North,1,1,2,2.84,16,MFU student
East,1,0,2,2.81,11,MFU student
North,1,0,1,2.98,21,MFU student
North,1,1,2,2.32,15,MFU student
East,1,0,1,3.76,22,MFU student
North,1,0,2,3.7,10,MFU student
North East,1,1,1,3.41,20,MFU student
North East,1,1,2,2.64,17,MFU student
North,1,1,1,2.92,25,MFU student
North,1,1,1,3.23,20,MFU student
North,1,0,1,3.3,27,MFU student
North,1,0,2,3.2,15,MFU student
South,1,0,2,2.91,10,MFU student
North,1,1,5,2.9,21,MFU student
North,1,1,5,1.98,10,MFU student
North,1,0,5,3.17,7,MFU student
North,1,1,5,2.39,12,MFU student
South,1,1,5,2.73,21,MFU student
North,1,1,5,2.73,22,MFU student
North,1,0,5,3.4,21,MFU student
Central,1,0,5,3.31,20,MFU student
North,1,1,5,2.24,5,MFU student
North,1,1,5,2.92,16,MFU student
East,1,0,5,3.250711643,10,MFU student
North,1,1,5,2.39,19,MFU student
North,1,0,5,3.1,8,MFU student
North,1,0,5,3.87,30,MFU student
North,1,0,5,3.24,16,MFU student
North,1,1,5,3.250711643,9,MFU student
North,1,0,5,2.96,23,MFU student
North,1,0,5,3.23,17,MFU student
North,1,0,5,3.7,22,MFU student
North,1,0,1,3.74,18,MFU student
South,1,1,2,2.93,17,MFU student
South,1,1,2,2.51,14,MFU student
Central,1,1,1,3.3,6,MFU student
South,1,1,2,3.06,12,MFU student
North,1,1,2,2.65,20,MFU student
North,1,0,1,2.95,22,MFU student
North East,1,0,1,3.73,26,MFU student
South,1,0,1,3.37,15,MFU student
North,1,0,1,3.39,17,MFU student
South,1,0,1,2.84,15,MFU student
North,1,0,1,3.09,12,MFU student
South,1,0,1,3.23,20,MFU student
East,1,1,1,3.55,11,MFU student
Central,1,0,1,3.6,14,MFU student
Bangkok,1,0,1,3.21,17,MFU student
Central,1,0,2,2.85,17,MFU student
Bangkok,1,0,2,2.48,7,MFU student
South,1,0,1,2.58,11,MFU student
South,1,0,1,2.59,13,MFU student
North,1,0,1,3.63,6,MFU student
North,1,0,2,3.09,16,MFU student
South,1,1,1,2.96,6,MFU student
North East,1,1,1,2.84,8,MFU student
South,1,0,2,3.29,25,MFU student
South,1,0,1,3.49,19,MFU student
North East,1,0,1,2.8,6,MFU student
North,1,0,1,3.14,10,MFU student
North East,1,0,1,3.62,15,MFU student
Central,1,0,1,3.45,21,MFU student
North,1,0,2,2.39,29,MFU student
North,1,1,1,2.94,28,MFU student
Central,1,1,2,2.57,18,MFU student
North,1,0,2,3.45,23,MFU student
North East,1,0,2,2.68,14,MFU student
South,1,1,2,2.31,15,MFU student
South,1,1,2,3.03,11,MFU student
West,1,1,2,3.09,12,MFU student
Bangkok,1,0,1,3.42,12,MFU student
Central,1,0,1,2.58,30,MFU student
Central,1,1,2,2.33,12,MFU student
East,1,0,1,3.04,21,MFU student
Central,1,1,1,3.36,9,MFU student
North East,1,1,1,3.32,18,MFU student
North,1,0,2,2.51,17,MFU student
Central,1,0,2,3.31,11,MFU student
North,1,0,1,3.28,20,MFU student
North,1,0,2,3.1,17,MFU student
North East,1,1,1,3.61,18,MFU student
South,1,1,1,2.51,11,MFU student
South,1,1,2,2.88,26,MFU student
North,1,1,1,3.57,15,MFU student
North,1,0,2,3.23,16,MFU student
North,1,0,1,3.18,13,MFU student
South,1,0,1,3.37,18,MFU student
Central,1,1,2,2.64,12,MFU student
East,1,1,1,3.25,20,MFU student
North,1,0,1,3,16,MFU student
North,1,0,2,3.47,9,MFU student
East,1,1,2,2.6,12,MFU student
North East,1,0,1,3.24,22,MFU student
South,1,0,1,3.33,20,MFU student
North,1,0,1,3.67,9,MFU student
East,1,0,1,3.38,13,MFU student
East,1,0,1,3.35,15,MFU student
North,1,0,2,3.34,20,MFU student
West,1,0,1,3.18,22,MFU student
North,1,0,1,3.03,21,MFU student
North,1,1,2,3.03,18,MFU student
North,1,1,1,3.33,16,MFU student
South,1,0,1,3.56,15,MFU student
Bangkok,1,1,2,2.28,15,MFU student
North East,1,1,1,3.65,21,MFU student
South,1,1,1,2.69,5,MFU student
South,1,1,1,2.86,15,MFU student
North East,1,0,1,2.83,23,MFU student
North,1,0,1,3.35,24,MFU student
West,1,1,1,2.67,16,MFU student
North,1,1,1,3.28,11,MFU student
Central,1,0,2,3.4,11,MFU student
Bangkok,1,0,2,3.34,19,MFU student
North East,1,1,1,3.07,18,MFU student
South,1,0,2,3.21,15,MFU student
South,1,1,1,2.94,24,MFU student
South,1,1,2,2.47,15,MFU student
Bangkok,1,0,1,3.44,14,MFU student
South,1,0,2,2.6,16,MFU student
North,1,0,1,3.22,18,MFU student
North,1,0,1,2.99,16,MFU student
North East,1,0,1,2.91,18,MFU student
East,1,0,1,3.47,22,MFU student
East,1,0,1,3.33,20,MFU student
West,1,1,2,2.3,8,MFU student
North,1,0,1,3.59,29,MFU student
Central,1,0,1,3.59,23,MFU student
North,1,0,1,3.22,17,MFU student
South,1,1,1,2.69,13,MFU student
South,1,1,2,2.74,15,MFU student
South,1,1,1,3.83,13,MFU student
North,1,0,1,2.9,12,MFU student
Bangkok,1,0,1,3.02,16,MFU student
Central,1,1,2,2.45,21,MFU student
Central,1,1,2,3.03,10,MFU student
South,1,1,1,2.87,15,MFU student
North,1,0,1,3.01,5,MFU student
West,1,0,1,3.04,14,MFU student
North,1,0,1,3.34,9,MFU student
South,1,1,2,2.75,22,MFU student
Central,1,0,2,3.21,11,MFU student
Bangkok,1,1,2,3.16,16,MFU student
East,1,0,2,2.74,8,MFU student
East,1,0,1,2.95,14,MFU student
Central,1,0,1,3.81,15,MFU student
East,1,1,2,2.27,14,MFU student
North,1,0,1,3.79,5,MFU student
North,1,0,1,3.95,27,MFU student
North East,1,0,1,3.63,18,MFU student
East,1,0,2,3.36,20,MFU student
North,1,0,2,2.98,24,MFU student
West,1,0,2,2.97,20,MFU student
South,1,1,1,2.97,9,MFU student
Central,1,1,2,3.49,18,MFU student
South,1,0,1,3.06,13,MFU student
North,1,0,1,3.36,24,MFU student
East,1,0,1,3.35,26,MFU student
North,1,0,1,2.95,19,MFU student
East,1,0,1,3.65,7,MFU student
North,1,1,1,2.79,8,MFU student
North,1,1,1,2.65,17,MFU student
South,1,1,1,2.55,17,MFU student
West,1,0,1,3.46,22,MFU student
South,1,1,1,2.6,7,MFU student
Bangkok,1,0,2,3.32,8,MFU student
North East,1,0,1,2.7,9,MFU student
Central,1,1,1,3,5,MFU student
Central,1,0,2,3.4,23,MFU student
North East,1,0,2,2.83,17,MFU student
Bangkok,1,0,1,2.84,19,MFU student
North East,1,0,1,3.52,23,MFU student
East,1,0,2,2.8,10,MFU student
North East,1,0,1,2.67,17,MFU student
North,1,0,1,3.41,5,MFU student
East,1,0,1,3.11,18,MFU student
West,1,0,1,3.36,9,MFU student
North,1,1,1,2.52,5,MFU student
North,1,1,1,3.1,12,MFU student
North,1,1,2,3.250711643,16,MFU student
South,1,0,2,3.47,17,MFU student
North,1,0,2,3.61,20,MFU student
South,1,1,1,3.27,17,MFU student
South,1,0,1,3.79,20,MFU student
Bangkok,1,1,1,3.07,18,MFU student
North,1,1,1,2.35,12,MFU student
North,1,0,2,3.21,19,MFU student
Bangkok,1,1,2,2.49,15,MFU student
Central,1,1,2,2.63,14,MFU student
North,1,0,1,3.11,24,MFU student
North,1,0,5,2.33,21,MFU student
North,1,1,5,3.11,12,MFU student
Central,1,1,5,2.74,30,MFU student
North,1,0,5,3.42,9,MFU student
North,1,0,5,3.4,21,MFU student
North,1,1,5,3.12,8,MFU student
North,1,0,5,2.94,5,MFU student
North,1,0,5,2.94,11,MFU student
North,1,0,5,3.08,16,MFU student
North,1,0,5,3.54,13,MFU student
North,1,1,5,3.21,15,MFU student
North,1,1,5,2.19,16,MFU student
North,1,0,5,3.22,8,MFU student
North,1,1,5,3.16,20,MFU student
Central,1,1,5,2.85,14,MFU student
Central,1,0,5,2.57,22,MFU student
Central,1,0,5,2.49,15,MFU student
North,1,1,5,2.32,14,MFU student
North East,1,0,5,3.15,19,MFU student
North East,1,1,5,2.78,8,MFU student
North,1,1,5,1.95,13,MFU student
North East,1,0,5,2.84,21,MFU student
North,1,0,5,2.15,9,MFU student
North,1,0,5,2.86,19,MFU student
North,1,1,5,2.31,7,MFU student
North,1,0,5,3.11,12,MFU student
South,1,0,5,3.45,13,MFU student
South,1,0,5,3.19,16,MFU student
North,1,0,5,3.43,8,MFU student
South,1,0,5,3.35,19,MFU student
North East,1,1,5,2.26,13,MFU student
North,1,1,5,3.250711643,16,MFU student
East,1,1,5,3.250711643,16,MFU student
East,1,1,5,2.6,5,MFU student
North,1,0,5,2.94,17,MFU student
North,1,1,5,3.48,10,MFU student
North,1,0,5,3.2,16,MFU student
North,1,0,5,3.01,19,MFU student
North,1,1,5,2.26,8,MFU student
North,1,0,5,3.26,10,MFU student
North,1,1,5,2.74,7,MFU student
North,1,1,5,2.82,9,MFU student
North,1,1,5,2.25,15,MFU student
North,1,1,5,2.96,22,MFU student
Bangkok,1,1,5,3.250711643,5,MFU student
North East,1,1,5,2.99,10,MFU student
North,1,1,5,2.7,10,MFU student
Central,1,0,5,2.76,12,MFU student
Central,1,0,5,2.76,17,MFU student
North,1,0,5,2.76,19,MFU student
North,1,1,5,3.44,27,MFU student
Central,1,1,5,2.75,13,MFU student
North,1,0,5,2.97,30,MFU student
North,1,0,5,3.54,25,MFU student
North,1,0,5,3.77,14,MFU student
North East,1,0,5,2.69,7,MFU student
North,1,1,5,2.67,8,MFU student
East,1,1,5,2.83,19,MFU student
Central,1,1,5,2.2,21,MFU student
North,1,0,5,3.46,24,MFU student
North,1,0,5,3.43,5,MFU student
North,1,0,5,2.98,12,MFU student
North,1,0,5,2.97,12,MFU student
Bangkok,1,0,5,3.21,20,MFU student
North,1,0,5,3.4,17,MFU student
North,1,1,5,2.73,7,MFU student
North,1,0,5,3.01,9,MFU student
North,1,1,5,3.66,6,MFU student
Bangkok,1,0,5,3.04,16,MFU student
Bangkok,1,0,5,3.18,15,MFU student
South,1,0,5,3.250711643,14,MFU student
North,1,0,5,3.6,12,MFU student
North,1,0,5,2.67,20,MFU student
North,1,0,5,2.41,18,MFU student
North,1,0,5,3.59,10,MFU student
North,1,0,5,3.74,21,MFU student
North,1,0,5,3.33,16,MFU student
Bangkok,1,1,5,2,14,MFU student
North,1,1,5,3.11,5,MFU student
North,1,0,5,2.63,14,MFU student
North,1,1,5,3.14,5,MFU student
North,1,0,5,2.34,11,MFU student
North,1,0,5,3.06,8,MFU student
North,1,0,5,2.68,17,MFU student
North,1,0,5,2.48,16,MFU student
North,1,1,5,2.25,11,MFU student
North,1,0,5,2.69,14,MFU student
North,1,1,5,3.09,17,MFU student
North,1,1,5,3.250711643,21,MFU student
South,1,1,5,3.22,23,MFU student
Central,1,1,5,3.250711643,11,MFU student
North,1,1,5,2.63,18,MFU student
North,1,0,5,2.56,14,MFU student
North,1,0,5,3.29,30,MFU student
North,1,0,5,3.23,12,MFU student
North,1,1,5,2.4,10,MFU student
North,1,0,5,3.22,8,MFU student
South,1,0,5,3.27,19,MFU student
North,1,0,5,3.27,15,MFU student
North,1,0,5,2.88,13,MFU student
North,1,1,5,3.250711643,15,MFU student
Bangkok,1,1,5,2.82,10,MFU student
Bangkok,1,0,5,1.99,6,MFU student
Bangkok,1,1,5,2,7,MFU student
North,1,0,5,3.28,5,MFU student
North,1,0,5,3.36,7,MFU student
North,1,0,5,3.32,13,MFU student
North,1,0,5,3.02,5,MFU student
North,1,1,5,2.57,17,MFU student
North,1,0,5,2.98,28,MFU student
North,1,0,5,2.87,6,MFU student
North,1,0,5,3.13,24,MFU student
North East,1,1,5,3.13,12,MFU student
South,1,0,5,2.94,19,MFU student
North,1,0,5,2.98,11,MFU student
North,1,1,5,3.27,13,MFU student
Central,1,1,5,3,10,MFU student
North,1,1,5,2.94,19,MFU student
North,1,1,5,2.51,25,MFU student
North,1,1,5,2.5,20,MFU student
Bangkok,1,1,5,3.06,9,MFU student
North,1,0,5,3.75,14,MFU student
North,1,0,5,3.56,17,MFU student
North,1,0,5,3.63,13,MFU student
Central,1,1,5,2.58,17,MFU student
North,1,1,5,3.33,12,MFU student
North,1,0,5,2.09,9,MFU student
North,1,0,5,3.65,24,MFU student
North,1,0,5,2.68,13,MFU student
North,1,0,5,3.07,9,MFU student
North,1,0,5,2.74,21,MFU student
East,1,0,5,3.72,7,MFU student
North,1,0,5,2.51,7,MFU student
North,1,0,5,3.37,9,MFU student
North,1,0,5,2.58,21,MFU student
North,1,0,5,3.43,7,MFU student
North,1,0,5,2.91,8,MFU student
North,1,0,5,3.03,13,MFU student
Bangkok,1,1,5,2.45,16,MFU student
North,1,0,5,3.43,26,MFU student
Bangkok,1,1,5,3.74,12,MFU student
North,1,0,5,2.33,5,MFU student
North,1,0,5,3.45,26,MFU student
North,1,1,5,3.19,13,MFU student
Central,1,1,5,2.23,9,MFU student
North East,1,0,5,3.11,9,MFU student
North East,1,0,5,3.18,8,MFU student
North,1,0,5,2.71,8,MFU student
North,1,0,5,3.44,23,MFU student
North,1,1,5,2.72,11,MFU student
North,1,0,5,2.64,6,MFU student
Bangkok,1,0,5,2.9,12,MFU student
North,1,0,5,1.98,17,MFU student
South,1,1,5,3.03,11,MFU student
Central,1,1,5,3.250711643,17,MFU student
East,1,1,5,3.18,11,MFU student
North,1,1,5,3.07,5,MFU student
North,1,1,5,2.8,8,MFU student
Central,1,1,5,3.28,13,MFU student
East,1,0,5,3.25,8,MFU student
North East,1,1,5,3.250711643,17,MFU student
North,1,1,5,3.01,25,MFU student
Bangkok,1,0,5,2.48,31,MFU student
South,1,0,5,2.78,16,MFU student
South,1,1,5,2.63,8,MFU student
West,1,0,1,3.35,6,MFU student
North,1,0,2,3.7,10,MFU student
South,1,0,1,3.5,23,MFU student
East,1,1,1,3.48,18,MFU student
North East,1,0,1,3.58,9,MFU student
South,1,0,1,3.67,28,MFU student
North,1,1,1,3.89,21,MFU student
North East,1,0,1,3.71,11,MFU student
North East,1,0,1,3.250711643,12,MFU student
North East,1,0,1,3.82,18,MFU student
West,1,0,1,3.55,17,MFU student
North East,1,0,1,3.97,31,MFU student
South,1,0,1,3.63,23,MFU student
South,1,0,1,3.38,22,MFU student
North,1,0,2,2.99,18,MFU student
North,1,0,2,3.73,20,MFU student
East,1,0,1,3.99,20,MFU student
South,1,0,1,3.86,21,MFU student
North,1,0,1,3.66,20,MFU student
Central,1,0,1,3.47,8,MFU student
North,1,0,1,3.77,14,MFU student
North East,1,0,1,3.89,24,MFU student
North,1,0,1,3.52,21,MFU student
North,1,0,2,2.86,24,MFU student
Bangkok,1,0,1,3.65,26,MFU student
North,1,0,1,3.55,15,MFU student
North,1,0,2,3.88,25,MFU student
North,1,0,2,2.95,13,MFU student
North,1,0,1,3.5,17,MFU student
North,1,0,2,3.11,16,MFU student
East,1,0,1,3.63,19,MFU student
North East,1,0,1,3.58,22,MFU student
North East,1,0,1,3.88,14,MFU student
Central,1,0,1,3.9,15,MFU student
North,1,0,2,3.14,9,MFU student
South,1,0,1,3.72,22,MFU student
North East,1,0,1,3.92,21,MFU student
North,1,0,2,2.56,8,MFU student
North East,1,0,1,3.4,21,MFU student
Central,1,0,1,3.52,22,MFU student
North,1,0,1,3.54,20,MFU student
Bangkok,1,0,1,3.8,16,MFU student
North,1,0,2,3.27,23,MFU student
North East,1,1,1,3.6,28,MFU student
North,1,0,1,3.8,17,MFU student
Bangkok,1,0,1,3.250711643,14,MFU student
North,1,0,2,3.32,9,MFU student
North East,1,0,1,3.83,14,MFU student
Central,1,0,1,3.44,22,MFU student
South,1,0,1,3.62,16,MFU student
Central,1,0,1,3.68,20,MFU student
North,1,0,1,3.37,18,MFU student
Central,1,0,1,3.56,22,MFU student
North East,1,0,1,3.74,21,MFU student
Bangkok,1,0,1,3.77,21,MFU student
North,1,0,1,3.67,16,MFU student
North,1,0,1,3.66,15,MFU student
Central,1,0,1,3.84,12,MFU student
North,1,0,2,3.54,21,MFU student
Bangkok,1,0,5,3.250711643,15,MFU student
North,1,1,5,3.250711643,13,MFU student
Central,1,0,5,3.250711643,12,MFU student
North,1,0,2,3.3,8,MFU student
North East,1,1,2,3.56,12,MFU student
South,1,0,1,3.58,17,MFU student
North,1,0,2,3.36,26,MFU student
North,1,0,1,3.42,22,MFU student
North,1,0,2,2.91,19,MFU student
North,1,0,2,3.23,17,MFU student
North East,1,1,1,3.250711643,18,MFU student
North,1,1,2,3.35,12,MFU student
North,1,0,5,3.09,12,MFU student
North,1,0,5,2.48,8,MFU student
Bangkok,1,0,5,3.47,25,MFU student
North,1,0,5,3.250711643,21,MFU student
North,1,0,5,3.31,8,MFU student
North,1,0,5,2.81,15,MFU student
North,1,0,5,2.97,11,MFU student
North East,1,1,5,2.93,14,MFU student
North,1,0,5,3.95,16,MFU student
